id,age,gender,phys_exercise,wrist_function,handedness,wrist_circumference,arm_circumference
3cd60835-d2dc-4506-8460-97f2734e1442,18,m,1,n,r,18,28
id,age,gender,phys_exercise,wrist_function,handedness,wrist_circumference,arm_circumference
43b0a21e-6b0f-4c91-985c-5684b2c6dc63,18,m,1,n,r,18,28
id,age,gender,phys_exercise,wrist_function,handedness,wrist_circumference,arm_circumference
7441bb26-f313-4e12-8a82-4eb992734980,18,m,1,n,r,18,28
id,age,gender,phys_exercise,wrist_function,handedness,wrist_circumference,arm_circumference
75180bc5-1e64-4a75-b858-454cbc80faf5,18,m,1,n,r,18,28
id,age,gender,phys_exercise,wrist_function,handedness,wrist_circumference,arm_circumference
2591050f-5722-49cb-8eff-48ffbdb47f8d,18,m,1,n,r,18,28
id,age,gender,phys_exercise,wrist_function,handedness,wrist_circumference,arm_circumference
82fc93e6-d5aa-4b47-afb2-df43986835da,18,m,1,n,r,18,28
id,age,gender,phys_exercise,wrist_function,handedness,wrist_circumference,arm_circumference
b5b91d73-d8e5-488e-a4f3-ba0f17b00c63,18,m,1,n,r,18,28
id,age,gender,phys_exercise,wrist_function,handedness,wrist_circumference,arm_circumference
bbbb7a46-ed20-4442-a771-a9c9edef8fe6,18,m,1,n,r,18,28
id,age,gender,phys_exercise,wrist_function,handedness,wrist_circumference,arm_circumference
7f67d0e8-c86d-4a5d-b487-d13e04b94bab,18,m,1,n,r,18,28
id,age,gender,phys_exercise,wrist_function,handedness,wrist_circumference,arm_circumference
00a10dc6-47c1-4e69-8312-703bdcdea567,18,m,1,n,r,18,28
id,age,gender,phys_exercise,wrist_function,handedness,wrist_circumference,arm_circumference
25efd318-3785-4d4c-865e-ea7f7025e458,18,m,1,n,r,18,28
id,age,gender,phys_exercise,wrist_function,handedness,wrist_circumference,arm_circumference
96ac09eb-2ba8-4dcc-a127-9efcb9c866f8,18,m,1,n,r,18,28
id,age,gender,phys_exercise,wrist_function,handedness,wrist_circumference,arm_circumference
3ee66bb8-5e01-47a9-a9ef-23278b0010e6,18,m,1,n,r,18,28
id,age,gender,phys_exercise,wrist_function,handedness,wrist_circumference,arm_circumference
4b7ee7ac-0e5f-44ca-b7bc-293e5eadf9a8,18,m,1,n,r,18,28
id,age,gender,phys_exercise,wrist_function,handedness,wrist_circumference,arm_circumference
f465d111-8de3-4c40-89fc-b5a3335773fd,18,m,1,n,r,18,28
id,age,gender,phys_exercise,wrist_function,handedness,wrist_circumference,arm_circumference
d2b878ad-8759-4ff5-9d69-f31eadff05e2,18,m,1,n,r,18,28
id,age,gender,phys_exercise,wrist_function,handedness,wrist_circumference,arm_circumference
58e775de-de60-4f11-a284-e4465db355b8,18,m,1,n,r,18,28
id,age,gender,phys_exercise,wrist_function,handedness,wrist_circumference,arm_circumference
ebe44a01-8f53-447a-896c-bcbe0841d97d,18,m,1,n,r,18,28
id,age,gender,phys_exercise,wrist_function,handedness,wrist_circumference,arm_circumference
b55d869a-2f19-49c3-ad26-b889e6e706de,18,m,1,n,r,18,28
id,age,gender,phys_exercise,wrist_function,handedness,wrist_circumference,arm_circumference
a0678d7a-cfb4-465a-9070-32e5b13f8bb1,18,m,1,n,r,18,28
id,age,gender,phys_exercise,wrist_function,handedness,wrist_circumference,arm_circumference
8dc4b18e-2aa0-45c9-a2a5-efc8918a1745,18,m,1,n,r,18,28
id,age,gender,phys_exercise,wrist_function,handedness,wrist_circumference,arm_circumference
b6ec3385-e065-489d-8af2-e7918645da32,18,m,1,n,r,18,28
id,age,gender,phys_exercise,wrist_function,handedness,wrist_circumference,arm_circumference
e39868d6-e173-442c-a56d-79866de4bf27,18,m,1,n,r,18,28
